Mazowieckie;Garwoliński;Garwolin;51958;Sulbiny;Wspólna 69
Mazowieckie;Garwoliński;Garwolin;82237;Sulbiny;Sulbiny/OSP
Mazowieckie;Garwoliński;Garwolin;46270;Wilkowyja;Wilkowyja/szkoła
Mazowieckie;Garwoliński;Garwolin;27448;Wola Rębkowska;Wola Rębkowska/parking Szkoła
Mazowieckie;Garwoliński;Garwolin;40802;Wola Władysławowska;Wola Władysławowska/szkoła
Mazowieckie;Garwoliński;Górzno;5748;Górzno;Unin:osp
Mazowieckie;Garwoliński;Górzno;9871;Górzno;Łąki:OSP
Mazowieckie;Garwoliński;Górzno;31498;Górzno;plac przy Urzędzie Gminy
Mazowieckie;Garwoliński;Górzno;31502;Górzno;plac przy Urzędzie Gminy
Mazowieckie;Garwoliński;Górzno;63784;Górzno;Górzno 143
Mazowieckie;Garwoliński;Górzno;1606;Reducin;przy Kaplicy
Mazowieckie;Garwoliński;Górzno;17435;Samorządki;Samorządki (szkoła Podstawowa)
Mazowieckie;Garwoliński;Łaskarzew;82234;Izdebno;Izdebno/przy Szkole
Mazowieckie;Garwoliński;Łaskarzew;72969;Izdębno Kolonia;Izdębno Kolonia 44 (szkoła)
Mazowieckie;Garwoliński;Łaskarzew;72973;Krzywda;Krzywda 27A (szkoła)
Mazowieckie;Garwoliński;Łaskarzew;82233;Krzywda;Krzywda 27A (szkoła)
Mazowieckie;Garwoliński;Łaskarzew;74981;Łaskarzew;Warszawska 79b
Mazowieckie;Garwoliński;Łaskarzew;74990;Łaskarzew;Warszawska 79c
Mazowieckie;Garwoliński;Łaskarzew;75364;Łaskarzew;Izdebno 3
Mazowieckie;Garwoliński;Łaskarzew;91043;Łskarzew;Kolejowa 1/parking Plebanii
Mazowieckie;Garwoliński;Łaskarzew;72972;Pilczyn Nowy;Pilczyn Nowy 36 (szkoła)
Mazowieckie;Garwoliński;Łaskarzew;72974;Wola Łaskarzewska Dąbrowa;Wola Łaskarzewska Dąbrowa (szkoła)
Mazowieckie;Garwoliński;Łaskarzew;82230;Wola Łaskarzewska Dąbrowa;Wola Łaskarzewska Dąbrowa (szkoła)
Mazowieckie;Garwoliński;Maciejowice;72822;Antoniówka Świerżowska;Publiczna Szkoła Podstawowa
Mazowieckie;Garwoliński;Maciejowice;65350;Domaszew;Domaszew 77/ Świetlica Wiejska
Mazowieckie;Garwoliński;Maciejowice;17817;Kobylnica;Kobylnica 39
Mazowieckie;Garwoliński;Maciejowice;49510;Kobylnica;Kobylnica 39
Mazowieckie;Garwoliński;Maciejowice;72498;Kobylnica;Kobylnica 39
Mazowieckie;Garwoliński;Maciejowice;51800;Maciejowce;Samogoszcz 26
Mazowieckie;Garwoliński;Maciejowice;1431;Maciejowice;Urząd Gminy/parking
Mazowieckie;Garwoliński;Maciejowice;17674;Maciejowice;Urząd Gminy/parking
Mazowieckie;Garwoliński;Maciejowice;21691;Maciejowice;Podzamcze 21/przy sklepie ABC
Mazowieckie;Garwoliński;Maciejowice;21701;Maciejowice;Szkoła Podstawowa/parking
Mazowieckie;Garwoliński;Maciejowice;25838;Maciejowice;Kościuszki 79a
Mazowieckie;Garwoliński;Maciejowice;28900;Maciejowice;Kościuszki 79a
Mazowieckie;Garwoliński;Maciejowice;55941;Maciejowice;Podzamcze 21/przy sklepie ABC
Mazowieckie;Garwoliński;Maciejowice;56038;Maciejowice;Kościuszki 79a
Mazowieckie;Garwoliński;Maciejowice;62224;Maciejowice;Samogoszcz 39
Mazowieckie;Garwoliński;Maciejowice;72826;Maciejowice;przy przedszkolu
Mazowieckie;Garwoliński;Maciejowice;72830;Maciejowice;Gminny Ośrodek Pomocy Społecznej
Mazowieckie;Garwoliński;Maciejowice;72824;Podłęż;Ośrodek Zdrowia
Mazowieckie;Garwoliński;Maciejowice;49541;Samogoszcz;przy Cmentarzu
Mazowieckie;Garwoliński;Maciejowice;48819;Strych;Strych 22/przy sklepie
Mazowieckie;Garwoliński;Maciejowice;49840;Strych;Strych 22/przy sklepie
Mazowieckie;Garwoliński;Maciejowice;59685;Strych;Strych 22/przy sklepie
Mazowieckie;Garwoliński;Maciejowice;60826;Wargocin-Wróble;Wargocin-Wróble 6/Szkoła
Mazowieckie;Garwoliński;Parysów;5863;Parysów;Kozłów: Doma Strażaka
Mazowieckie;Garwoliński;Parysów;44298;Parysów;przy cmentarzu
Mazowieckie;Garwoliński;Parysów;72820;Parysów;przy Rynku
Mazowieckie;Garwoliński;Parysów;72828;Parysów;Stodzew 22
Mazowieckie;Garwoliński;Parysów;72829;Parysów;Choiny:Dom Strażaka 50
Mazowieckie;Garwoliński;Parysów;85927;Parysów;przy cmentarzu
Mazowieckie;Garwoliński;Parysów;72827;Wola Starocka;Wola Starocka 102
